,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000136770,542.6908235,-0.092147847,0.118067627,-0.780466668,0.43511624,0.728821681
ENSG00000136783,283.3526476,0.515957633,0.14299818,3.608141263,0.000308399,0.004003993
ENSG00000136802,1350.170399,-0.087150209,0.104248167,-0.835987932,0.403161692,0.702354372
ENSG00000136807,836.1708302,0.203423452,0.117681896,1.72858748,0.083882952,0.287173185
ENSG00000136810,2785.919551,0.007601461,0.1466236,0.051843366,0.958653501,0.988665111
ENSG00000136811,508.455495,-0.071342389,0.131009156,-0.544560326,0.586055948,0.828895566
ENSG00000136813,2851.831741,0.313285272,0.118158601,2.651396246,0.008015974,0.053522174
ENSG00000136816,788.5374936,0.226643496,0.136946777,1.65497503,0.097929563,0.317327627
ENSG00000136819,827.9407328,0.093715915,0.087823474,1.067094152,0.285929323,0.591949119
ENSG00000136824,538.2052996,-0.112402993,0.125366784,-0.896593098,0.369936082,0.675150095
ENSG00000136826,1268.251347,-0.728730422,0.303435757,-2.401597061,0.016323678,0.091983026
ENSG00000136827,967.769474,0.257645564,0.095881741,2.687118112,0.007207146,0.049411615
ENSG00000136828,103.9548327,-0.430772433,0.178718311,-2.410343024,0.015937528,0.090304486
ENSG00000136830,17998.6156,0.66380074,0.115875248,5.728580983,1.01E-08,4.69E-07
ENSG00000136840,389.6201896,0.280152828,0.193537173,1.447540149,0.1477457,0.407890735
ENSG00000136842,80.85884646,-0.295027353,0.496047388,-0.594756388,0.552006324,0.809107292
ENSG00000136848,1573.371131,-0.221543477,0.1531313,-1.446755015,0.14796555,0.408024199
ENSG00000136854,1316.6334,-0.088925264,0.12417836,-0.716109186,0.473923932,0.756543121
ENSG00000136856,143.3629793,-0.023808502,0.207533159,-0.114721434,0.908665924,0.973320401
ENSG00000136859,6422.214084,-0.87499689,0.138363967,-6.32387829,2.55E-10,1.70E-08
ENSG00000136861,1686.99073,-0.258746517,0.152168954,-1.700389667,0.089057654,0.298483035
ENSG00000136866,59.95402776,-0.38837941,0.244229156,-1.590225411,0.111784005,0.34411881
ENSG00000136867,5.161129767,0.439018483,0.699697064,0.627440796,0.530370333,0.795655968
ENSG00000136868,1056.671606,0.419424325,0.147268117,2.848032108,0.004399049,0.033824
ENSG00000136869,280.4270681,0.643792179,0.390460175,1.648803695,0.099187858,0.319717207
ENSG00000136870,332.1538425,-0.272552861,0.120617956,-2.259637541,0.023843756,0.121260083
ENSG00000136872,2.91232226,0.008537545,0.857741052,0.009953523,0.992058369,NA
ENSG00000136874,341.894746,0.111243476,0.156240631,0.712000941,0.476464193,0.758994668
ENSG00000136875,497.6917035,-0.008736462,0.123052272,-0.070997972,0.94339937,0.983653497
ENSG00000136877,1049.272146,0.635361918,0.081295621,7.815450717,5.48E-15,7.64E-13
ENSG00000136878,536.2803292,-0.186134677,0.108018736,-1.723170295,0.084857734,0.289105066
ENSG00000136888,1069.348939,-0.15386119,0.10032167,-1.533678517,0.125108761,0.368915587
ENSG00000136891,626.3485408,0.012441513,0.118596986,0.104905814,0.916450546,0.976339057
ENSG00000136895,51.61741188,-0.399331272,0.241099423,-1.656292936,0.09766251,0.316818252
ENSG00000136897,259.9361454,0.16631522,0.145353482,1.144212146,0.252535667,0.554614706
ENSG00000136908,386.9204499,0.185925787,0.107862439,1.723730605,0.084756487,0.28902979
ENSG00000136925,298.9819428,-0.377538039,0.117759806,-3.206000863,0.001345936,0.01339028
ENSG00000136928,139.8146024,1.034175837,0.491740114,2.103094315,0.035457526,0.160587885
ENSG00000136930,2004.099507,-0.167970511,0.090257432,-1.86101584,0.06274194,0.236906463
ENSG00000136932,149.0730321,-0.124106686,0.15716624,-0.78965232,0.429730844,0.724552372
ENSG00000136933,359.1146681,0.011097062,0.200174475,0.055436949,0.95579036,0.987980885
ENSG00000136935,700.8501578,-0.075344642,0.088659379,-0.849821452,0.395424361,0.697078656
ENSG00000136936,205.667888,-0.140604826,0.173814606,-0.808935618,0.41855218,0.71544735
ENSG00000136937,808.8805569,-0.218044875,0.138760331,-1.571377589,0.116094969,0.35145304
ENSG00000136938,2354.086533,0.09566562,0.098705926,0.969198338,0.33244624,0.641920679
ENSG00000136940,447.8687736,0.027892679,0.149715822,0.186304153,0.852206251,0.953946758
ENSG00000136942,4725.698492,-0.029163608,0.210119339,-0.138795448,0.889611791,0.966791138
ENSG00000136943,2.172579717,0.364867083,1.048179521,0.348095985,0.727768099,NA
ENSG00000136950,364.2565216,-0.003120183,0.104874446,-0.029751602,0.976265157,0.993905525
ENSG00000136960,464.3054879,-1.0407383,0.469711912,-2.215694927,0.026712403,0.13187906
ENSG00000136982,80.39673602,0.030734928,0.355652435,0.086418439,0.931133789,0.979876745
ENSG00000136986,1285.150682,0.315700507,0.101867638,3.099124658,0.001940933,0.017835473
ENSG00000136997,743.8178151,0.847924952,0.129040557,6.570995763,5.00E-11,3.95E-09
ENSG00000136999,435.7063581,-2.579601677,0.332473175,-7.758826479,8.57E-15,1.18E-12
ENSG00000137033,871.4994242,-0.252834189,0.303356367,-0.833456014,0.404587595,0.704071117
ENSG00000137038,341.0533598,0.124616449,0.155588033,0.800938518,0.42316724,0.719142185
ENSG00000137040,465.7285585,-0.113508051,0.124594708,-0.911018241,0.362285762,0.668696069
ENSG00000137054,425.1546678,-0.161179939,0.209719611,-0.768549679,0.442160688,0.733781916
ENSG00000137055,588.6628266,-0.045600018,0.118996366,-0.383205134,0.701567671,0.896222119
ENSG00000137070,335.1666801,-0.210005169,0.21023929,-0.998886407,0.317849722,0.626077936
ENSG00000137073,745.3938592,0.018978421,0.145204299,0.13070151,0.896011438,0.969586992
ENSG00000137074,414.4398072,-0.123023104,0.121728279,-1.010637007,0.312190197,0.620170709
ENSG00000137075,908.5808827,0.24587737,0.137242708,1.791551437,0.073204848,0.261951163
ENSG00000137076,19706.79746,0.563538507,0.110091708,5.118809732,3.07E-07,9.68E-06
ENSG00000137078,1.683269946,-0.810467353,1.231751272,-0.657979717,0.510551165,NA
ENSG00000137094,331.7157928,-0.242521561,0.223045758,-1.08731752,0.276896508,0.581883967
ENSG00000137098,25.88327242,-0.706022813,0.309618906,-2.280296192,0.022590127,0.116363943
ENSG00000137100,775.4877672,-0.150130586,0.126082302,-1.190734814,0.233757706,0.532423563
ENSG00000137101,48.06206234,-0.127376074,0.301156136,-0.422956929,0.672326686,0.880325365
ENSG00000137103,542.5763469,0.071124783,0.12751801,0.557762647,0.577006472,0.824060201
ENSG00000137106,1161.648623,0.141255069,0.104509736,1.351597228,0.176504198,0.452145996
ENSG00000137124,672.0186058,0.997104134,0.262379797,3.800232131,0.000144561,0.002111089
ENSG00000137133,125.9035518,-0.107745893,0.279501433,-0.38549317,0.699872066,0.895290625
ENSG00000137135,20.64386083,0.180586835,0.385522124,0.468421457,0.639483227,0.860685886
ENSG00000137145,1547.963051,0.090565946,0.1650187,0.548822325,0.583127388,0.826760733
ENSG00000137154,24224.42749,-0.057359135,0.179052706,-0.32034777,0.748704714,0.915643485
ENSG00000137161,552.0696332,0.013165591,0.104899008,0.125507302,0.900121945,0.970606291
ENSG00000137166,364.3244787,0.171133894,0.129550153,1.320985662,0.186506145,0.465443917
ENSG00000137168,253.4537236,-0.057126798,0.289138211,-0.197576091,0.843376743,0.950825439
ENSG00000137171,324.87846,-0.260789495,0.135881683,-1.919239505,0.05495403,0.217079701
ENSG00000137177,4509.365282,0.162946129,0.185490749,0.878459602,0.379694352,0.684144613
ENSG00000137185,120.8860936,-0.262240559,0.186584717,-1.405477163,0.159879436,0.426185805
ENSG00000137193,745.560617,-0.84222821,0.232509903,-3.622332644,0.000291958,0.003837554
ENSG00000137198,202.1869955,0.33654002,0.298557082,1.127221697,0.259648759,0.562322934
ENSG00000137200,1240.559274,0.054161629,0.088774112,0.610106122,0.541791512,0.801759136
ENSG00000137203,64.55481874,-1.146899254,0.596042159,-1.924191498,0.054330584,0.215068296
ENSG00000137207,2246.645812,0.082040297,0.071035842,1.154914123,0.248125595,0.548527351
ENSG00000137210,429.9180223,0.062827741,0.105876785,0.593404315,0.552910602,0.809947397
ENSG00000137216,875.7618554,-0.256303819,0.126197649,-2.030971426,0.042257893,0.180510115
ENSG00000137218,75.09953279,0.063805098,0.225061638,0.283500549,0.776793161,0.925756255
ENSG00000137221,626.1554463,0.068519867,0.083420546,0.821378794,0.411430539,0.70986628
ENSG00000137261,6.107599471,-1.404380012,0.812652082,-1.728144237,0.083962368,0.287231471
ENSG00000137265,235.4543505,1.012198649,0.685071523,1.477507991,0.139539518,0.3945977
ENSG00000137266,141.4250647,-1.377966099,0.223927676,-6.153621209,7.57E-10,4.63E-08
ENSG00000137267,480.3005804,0.087764022,0.286754149,0.306060165,0.759558837,0.919610518
ENSG00000137269,99.59165291,0.692834453,0.198611012,3.488398987,0.000485922,0.005852362
ENSG00000137273,2260.293626,-0.719850309,0.19130145,-3.762910893,0.000167947,0.002386377
ENSG00000137274,100.6124687,-0.342580247,0.201276353,-1.702039224,0.088748016,0.297929363
ENSG00000137275,965.6282627,0.057409429,0.092108712,0.623279037,0.533101171,0.797097927
ENSG00000137285,291.2863069,-0.010493576,0.303898988,-0.034529816,0.972454667,0.992999484
ENSG00000137288,325.0755151,-0.377879875,0.209186411,-1.806426498,0.070851746,0.25678703
ENSG00000137309,3240.736635,-0.474374343,0.141873438,-3.343644506,0.000826856,0.009041898
ENSG00000137310,133.838985,-0.410726994,0.245205563,-1.675031309,0.093928089,0.309048038
ENSG00000137312,3310.849159,0.203203349,0.104263148,1.948946987,0.051301756,0.206632073
ENSG00000137331,136.2521253,-1.240744653,0.408959078,-3.033909064,0.002414072,0.02137266
ENSG00000137337,448.8544322,-0.063027329,0.102502047,-0.614888495,0.538628361,0.800082056
ENSG00000137338,163.9216361,-0.00498774,0.151690713,-0.032880985,0.973769497,0.99330161
ENSG00000137343,159.9817576,-0.788842187,0.153091218,-5.152759228,2.57E-07,8.31E-06
ENSG00000137364,344.5011678,-0.358261866,0.157447832,-2.275432191,0.022880016,0.117560127
ENSG00000137393,158.2837741,2.174942852,0.362676779,5.996917852,2.01E-09,1.10E-07
ENSG00000137404,129.0021951,-0.561698886,0.226827306,-2.476328343,0.013274144,0.078992197
ENSG00000137409,4129.73304,-0.086604022,0.070971923,-1.220257515,0.22236727,0.516901448
ENSG00000137411,372.6238574,0.175032538,0.178324313,0.981540516,0.326326265,0.635635516
ENSG00000137413,389.5066147,0.11115465,0.129508894,0.858278115,0.390738911,0.693240861
ENSG00000137414,1724.57313,0.098082459,0.122243461,0.802353413,0.422348553,0.718562067
ENSG00000137434,6.844313944,-0.499240176,0.682332121,-0.73166741,0.464371593,0.749859951
ENSG00000137449,442.3096719,0.245714629,0.154904213,1.58623593,0.1126858,0.345793869
ENSG00000137460,15.72172499,-0.074485322,0.480297122,-0.155081758,0.876756863,0.961178384
ENSG00000137462,27.75775569,-0.42609568,0.461928042,-0.922428693,0.356305009,0.663769018
ENSG00000137463,115.275711,0.61378526,0.402320926,1.525611073,0.127106753,0.37237258
ENSG00000137474,4.344240274,1.069322516,0.818930412,1.305755044,0.191635873,0.47363551
ENSG00000137478,614.8037884,0.254057314,0.20571955,1.234969228,0.216841957,0.510361422
ENSG00000137486,247.4196621,-0.20704049,0.443953173,-0.466356595,0.640960275,0.861364917
ENSG00000137492,857.5907406,0.038349077,0.11737168,0.32673194,0.743870641,0.913865841
ENSG00000137494,291.5082203,-0.045531731,0.146913404,-0.309922234,0.756620094,0.918467965
ENSG00000137496,78.07883203,-0.191641052,0.238538547,-0.803396576,0.421745553,0.718256506
ENSG00000137497,4080.173494,-0.257333718,0.099011069,-2.599039882,0.009348491,0.060617065
ENSG00000137500,877.9179209,-0.26067243,0.088236684,-2.954241005,0.003134391,0.026046848
ENSG00000137501,892.0262976,-0.586163083,0.416218165,-1.408307304,0.159040094,0.424897867
ENSG00000137502,762.7553351,-0.109608098,0.170339922,-0.643466881,0.519921198,0.79041929
ENSG00000137504,1195.766277,0.042110858,0.116887741,0.360267537,0.718647073,0.903194289
ENSG00000137507,3033.734691,-0.163220013,0.219307174,-0.744252958,0.456723455,0.744429317
ENSG00000137509,3027.446017,0.12269964,0.210477947,0.582957224,0.559922097,0.813285727
ENSG00000137513,160.8642944,-0.142636257,0.140352932,-1.016268456,0.309501565,0.617209712
ENSG00000137522,336.3759761,-0.130399501,0.110449363,-1.180627014,0.237750927,0.537958614
ENSG00000137547,359.4532719,0.385019065,0.142893228,2.694452845,0.00705043,0.048626844
ENSG00000137561,5.027328586,1.150734603,0.84379618,1.363758964,0.17264344,0.446646381
ENSG00000137563,249.5437419,0.393063425,0.195149219,2.014168578,0.043991837,0.185252615
ENSG00000137571,1.691373349,1.897146363,1.295691123,1.464196465,0.143140276,NA
ENSG00000137573,16572.95621,0.203930602,0.612715897,0.332830604,0.739262155,0.912048415
ENSG00000137574,349.3460338,-0.009053979,0.114623875,-0.078988594,0.937041695,0.982051267
ENSG00000137575,6190.467699,-0.227191393,0.1079945,-2.103731142,0.035401906,0.160375425
ENSG00000137601,733.8452038,-0.178897946,0.112102319,-1.595845188,0.110523362,0.342180179
ENSG00000137628,457.1316543,-0.24816646,0.126683278,-1.95895199,0.05011841,0.203467926
ENSG00000137642,14.75155002,-1.666911392,0.550243286,-3.029407962,0.002450336,0.02163755
ENSG00000137656,179.6624908,-0.292654466,0.142780896,-2.049675232,0.040396134,0.174746253
ENSG00000137672,655.4488541,1.95881739,0.223867502,8.749896119,2.14E-18,4.68E-16
ENSG00000137673,5.102829752,5.15202459,1.374812099,3.747439081,0.000178649,0.002513235
ENSG00000137675,2.147842178,-1.690285072,1.114208329,-1.517027856,0.129259651,NA
ENSG00000137691,73.93166351,0.048670856,0.269307415,0.180726017,0.856582637,0.955064653
ENSG00000137692,316.1257757,0.190017685,0.112149551,1.694324084,0.090203716,0.300869668
ENSG00000137693,4152.936214,0.35103343,0.10311381,3.404329948,0.000663266,0.007548851
ENSG00000137699,3.516366584,1.073291635,0.872607804,1.229981706,0.218703956,NA
ENSG00000137700,165.8340647,-0.231380516,0.143979524,-1.607037655,0.108046108,0.337787046
ENSG00000137709,2.336278473,-0.123668217,0.971005363,-0.127361003,0.89865468,NA
ENSG00000137710,2040.797697,-0.022552047,0.094375257,-0.238961435,0.811135487,0.939402411
ENSG00000137713,789.2106472,0.054082123,0.176472748,0.306461615,0.759253202,0.919610518
ENSG00000137714,229.0145772,0.08622229,0.185976329,0.463619698,0.642920239,0.862016297
ENSG00000137720,132.0451906,-0.128595475,0.242575468,-0.530125638,0.596024824,0.835580975
ENSG00000137727,1121.288377,-0.436351263,0.173639802,-2.512967976,0.01197202,0.073074164
ENSG00000137752,264.0710478,-0.685062529,0.264299821,-2.591990136,0.009542251,0.061576998
ENSG00000137760,190.2548202,0.083374552,0.150620162,0.553541778,0.579892481,0.825492976
ENSG00000137764,541.0874758,0.103637981,0.188387248,0.55013268,0.582228373,0.826548337
ENSG00000137767,879.7854863,1.030926996,0.1657765,6.218776451,5.01E-10,3.14E-08
ENSG00000137770,471.2673089,-0.056275214,0.124876855,-0.45064567,0.652244945,0.867539955
ENSG00000137776,1258.617215,0.050271976,0.11999133,0.418963401,0.67524288,0.881886357
ENSG00000137801,90563.36142,1.958671705,0.290540221,6.741482115,1.57E-11,1.39E-09
ENSG00000137802,575.9930779,0.248850495,0.121626535,2.046021417,0.040754264,0.175811847
ENSG00000137804,108.7057179,0.182661025,0.22259787,0.820587481,0.411881281,0.710319703
ENSG00000137806,211.8526078,0.26002289,0.154736964,1.680418707,0.092875879,0.306781939
ENSG00000137807,104.6599554,0.23561823,0.179998114,1.309003887,0.190533034,0.472038991
ENSG00000137809,1115.794832,-1.586333626,0.727911487,-2.179294674,0.029309785,0.140667106
ENSG00000137812,36.2806834,0.090000655,0.322116225,0.279404288,0.77993458,0.926552822
ENSG00000137814,364.1786724,-0.086257027,0.111075395,-0.77656287,0.437416715,0.730482343
ENSG00000137815,1535.788965,-0.043473025,0.072480207,-0.599791686,0.548645075,0.807000238
ENSG00000137817,601.8371223,0.075298893,0.109771141,0.685962559,0.492736719,0.771787178
ENSG00000137818,19188.98913,0.049134963,0.156701095,0.313558521,0.753856367,0.917714352
ENSG00000137819,165.574097,-0.024824859,0.458058536,-0.054195823,0.956779149,0.988068662
ENSG00000137821,247.0532651,-0.645857312,0.188664785,-3.423306108,0.000618644,0.007115755
ENSG00000137822,543.1291016,-0.187888664,0.122730395,-1.530905719,0.125792696,0.369748203
ENSG00000137824,598.9975525,0.182438661,0.117283031,1.555541833,0.11981708,0.358982736
ENSG00000137825,11.04395921,-0.788833778,0.463926741,-1.700341257,0.089066754,0.298483035
ENSG00000137831,2791.964567,-0.435897385,0.189712037,-2.297679114,0.021580059,0.112417762
ENSG00000137834,284.92747,-0.103719638,0.211612101,-0.490140392,0.624034557,0.851028551
ENSG00000137841,2.436740145,-1.192912764,0.975803622,-1.222492658,0.221521379,NA
ENSG00000137842,129.2261764,0.391008514,0.204721574,1.909952655,0.05613931,0.220333629
ENSG00000137845,3481.218022,0.062634604,0.096888642,0.646459718,0.517981677,0.789218729
ENSG00000137857,26.83228411,-0.058472939,0.339833035,-0.17206373,0.863387427,0.956980827
ENSG00000137860,5.110035018,-0.101071565,1.046170567,-0.096610982,0.923035335,0.977713948
ENSG00000137868,3.535343848,-0.128657256,1.57949322,-0.081454769,0.935080294,NA
ENSG00000137869,63.25005756,1.144119729,0.344078463,3.325171004,0.000883643,0.009527102
ENSG00000137871,666.4138612,-0.096367683,0.099474045,-0.968772134,0.332658893,0.642035956
ENSG00000137872,288.7704701,-1.325894195,0.245526842,-5.400200574,6.66E-08,2.51E-06
ENSG00000137876,1169.153364,0.093448273,0.087274352,1.070741526,0.284285665,0.590124906
ENSG00000137877,15.14747081,0.430677702,0.453739806,0.949173285,0.342532486,0.651337071
ENSG00000137880,101.9625045,1.34636543,0.242426972,5.553694873,2.80E-08,1.16E-06
ENSG00000137936,569.6315432,0.087912054,0.109795166,0.800691479,0.423310277,0.719252514
ENSG00000137941,482.245892,-0.178382539,0.139829539,-1.275714271,0.202056542,0.488520361
ENSG00000137942,589.4377695,0.434469299,0.332938056,1.304955355,0.19190805,0.473978909
ENSG00000137944,522.1735603,0.066161936,0.275942837,0.239766818,0.810511032,0.939068872
ENSG00000137947,324.1450546,0.065559406,0.114283784,0.573654491,0.56620163,0.817187338
ENSG00000137955,428.250728,0.12976282,0.117536811,1.104018559,0.269585087,0.57392016
ENSG00000137959,102.2451203,1.733699531,0.370289996,4.682004786,2.84E-06,7.05E-05
ENSG00000137960,19.66862563,1.632674141,0.61440048,2.65734516,0.007875876,0.052850207
ENSG00000137962,4500.579844,1.201362984,0.283730606,4.234167754,2.29E-05,0.000439583
ENSG00000137965,215.3947713,-0.84211427,0.170649216,-4.93476788,8.02E-07,2.26E-05
ENSG00000137968,3.39111939,-0.613493041,0.948403114,-0.646869492,0.517716412,NA
ENSG00000137970,5343.734902,-0.054719202,0.166597097,-0.328452315,0.742569693,0.913028621
ENSG00000137975,580.2438723,-0.598748558,0.443314755,-1.350617256,0.17681807,0.452471034
ENSG00000137992,665.2797064,0.180091574,0.115712746,1.556367643,0.119620695,0.358671714
ENSG00000137996,540.5356102,0.179599736,0.115728434,1.551906727,0.120684543,0.360721614
ENSG00000138002,543.0040414,-0.357551988,0.110506207,-3.235582841,0.001213947,0.012330295
ENSG00000138018,291.3779865,0.068644958,0.147169025,0.466436181,0.640903319,0.861351234
ENSG00000138028,248.9506524,0.583952259,0.463295117,1.260432577,0.207513356,0.495903033
ENSG00000138029,2490.585908,0.204810281,0.13441268,1.523742253,0.12757311,0.372957425
ENSG00000138030,24.0345747,0.953226765,0.399166938,2.388040378,0.016938481,0.094607862
ENSG00000138031,1091.789826,0.517732352,0.216879925,2.387184303,0.016977977,0.094742259
ENSG00000138032,835.4409663,0.794264924,0.204963383,3.875155229,0.000106557,0.001621688
ENSG00000138035,383.9414675,0.204052643,0.151041987,1.350966357,0.17670621,0.452471034
ENSG00000138036,396.8990492,0.291787892,0.189074826,1.543240307,0.122772481,0.36465407
ENSG00000138039,16.12679816,1.302511179,0.703731135,1.850864788,0.064189008,0.240496556
ENSG00000138041,1650.979276,0.006111098,0.086537398,0.070618006,0.94370178,0.983768371
ENSG00000138050,136.5862374,-0.334272266,0.189921212,-1.760057572,0.078398046,0.274193268
ENSG00000138061,1623.686682,0.060085516,0.238402199,0.252034236,0.801014601,0.936313564
ENSG00000138069,3350.043513,0.17976542,0.095550302,1.881369471,0.059921677,0.229877819
ENSG00000138071,5185.380848,0.289427477,0.103546374,2.795148357,0.00518759,0.038319084
ENSG00000138073,1697.499041,1.121016974,0.217606161,5.151586546,2.58E-07,8.33E-06
ENSG00000138074,435.9435945,1.211637825,0.180947019,6.696091655,2.14E-11,1.82E-09
ENSG00000138078,1200.074788,-0.665119068,0.092834461,-7.164570768,7.80E-13,9.09E-11
ENSG00000138079,1.526767582,-1.16585885,1.572486388,-0.741411092,0.458444221,NA
ENSG00000138080,12493.17558,0.240074081,0.188275391,1.275121935,0.202266087,0.488873866
ENSG00000138081,720.683016,-0.033136956,0.126976193,-0.260969835,0.794115769,0.932987233
ENSG00000138085,1496.488131,0.03799105,0.1100405,0.345246071,0.729909386,0.908299598
ENSG00000138092,104.184749,-0.521336842,0.198157869,-2.630916671,0.008515491,0.056265795
ENSG00000138095,2054.284245,-0.15241632,0.075728921,-2.012656687,0.044150759,0.185836852
ENSG00000138101,89.79658396,-0.560731884,0.205388808,-2.73009951,0.006331521,0.044792532
ENSG00000138107,2805.031826,0.166459739,0.100368288,1.65848937,0.097218731,0.3159137
ENSG00000138111,81.32204476,0.015773256,0.193223297,0.081632268,0.934939141,0.981403215
ENSG00000138119,16137.59532,0.321062175,0.220816892,1.453974703,0.14595332,0.405288181
ENSG00000138131,808.840574,-0.09152858,0.239473401,-0.38220771,0.702307303,0.896550024
ENSG00000138134,249.8704498,-0.220037552,0.469096441,-0.469066769,0.639021911,0.860451131
ENSG00000138135,37.83970977,-1.559178588,0.369553723,-4.219085047,2.45E-05,0.000464724
ENSG00000138138,1032.470951,0.146385178,0.10181453,1.437763136,0.150501272,0.411917673
ENSG00000138160,155.1262046,-0.582164715,0.210973397,-2.759422396,0.005790364,0.041668444
ENSG00000138161,18.50548925,-0.170646736,0.460663526,-0.37043683,0.711057037,0.89969186
ENSG00000138162,154.284754,-0.097536001,0.250316086,-0.38965135,0.696794376,0.893714874
ENSG00000138166,402.1726717,1.277834296,0.251920577,5.072369676,3.93E-07,1.20E-05
ENSG00000138172,1097.010495,0.106771374,0.180023322,0.593097455,0.553115934,0.809990451
ENSG00000138175,525.9016359,0.041544602,0.10747801,0.386540484,0.699096426,0.894950343
ENSG00000138180,44.790609,0.146680088,0.288449269,0.5085126,0.611093905,0.844081478
ENSG00000138182,166.7389176,-0.397179843,0.159912469,-2.483732788,0.013001333,0.07803766
ENSG00000138185,1336.726605,-0.364657021,0.148401498,-2.457232755,0.014001194,0.082059831
ENSG00000138190,346.7621643,0.268180674,0.239820013,1.118258107,0.263456773,0.565977191
ENSG00000138193,333.5638577,0.458425723,0.305041153,1.502832386,0.132882272,0.382646919
ENSG00000138207,8.387960184,0.630090322,0.736423603,0.855608538,0.392214346,0.694683772
ENSG00000138231,255.0269327,0.01237661,0.132841805,0.093168039,0.925770065,0.978716478
ENSG00000138246,4115.249309,0.002114225,0.141967252,0.014892346,0.988118066,0.997070309
ENSG00000138279,1812.648116,-0.031396343,0.135633676,-0.231478968,0.816942723,0.942211045
ENSG00000138286,597.7871919,-0.226913058,0.122230272,-1.856439111,0.063390994,0.238330984
ENSG00000138293,3900.601738,-0.103013393,0.082965463,-1.241641872,0.214368726,0.506167468
ENSG00000138297,741.0785412,0.215398839,0.106735627,2.018059441,0.043585071,0.183960368
ENSG00000138303,439.2680991,-0.073500794,0.11970919,-0.613994585,0.539218905,0.800082056
ENSG00000138311,109.6546221,-1.010431991,0.255804798,-3.950011874,7.81E-05,0.00123952
ENSG00000138316,799.5608193,-2.409357511,0.304929303,-7.901364299,2.76E-15,4.16E-13
ENSG00000138326,10905.00226,-0.063375425,0.097302989,-0.651320428,0.514839664,0.787504977
ENSG00000138336,79.6987588,-0.21271981,0.260603406,-0.816258749,0.414352162,0.712645472
ENSG00000138346,58.77185675,-0.156525456,0.322947295,-0.484678022,0.627904759,0.852844529
ENSG00000138347,12.77369341,-0.608983941,0.654099354,-0.931026666,0.351839771,0.65996686
ENSG00000138356,4456.799648,1.455091387,0.312837895,4.651263198,3.30E-06,8.04E-05
ENSG00000138363,1137.288011,0.113790165,0.114586726,0.9930484,0.320686368,0.629242352
ENSG00000138375,610.5058197,-0.281536704,0.084647204,-3.326001244,0.000881015,0.009506772
ENSG00000138376,91.38743628,0.244073789,0.232332308,1.050537443,0.293471085,0.600138885
ENSG00000138378,9.368137426,-0.176892755,0.708956571,-0.249511412,0.802965215,0.936974249
ENSG00000138379,135.4593547,1.552120787,1.088734989,1.425618541,0.153978481,0.417601433
ENSG00000138380,237.0396244,-0.575901925,0.160713526,-3.583406693,0.000339142,0.004313052
ENSG00000138381,1035.773796,0.213620304,0.189673465,1.126252978,0.260058455,0.56277755
ENSG00000138382,341.4680215,0.454140471,0.154789573,2.933921599,0.003347087,0.027479543
ENSG00000138385,1817.384638,0.824395919,0.212146911,3.88596711,0.000101923,0.001560198
ENSG00000138386,500.6916764,-0.435096752,0.166628968,-2.611171138,0.009023273,0.05892325
ENSG00000138395,110.0401088,-0.427548055,0.349857544,-1.222063273,0.221683701,0.516230787
ENSG00000138398,1294.388813,-0.120659845,0.116886227,-1.032284537,0.301938843,0.609537798
ENSG00000138399,171.897099,-0.049665629,0.256672605,-0.193497974,0.846568993,0.952209138
ENSG00000138400,22.93882114,-0.981762724,0.359237399,-2.732907897,0.006277788,0.044480752
ENSG00000138411,38.4481439,-0.106680583,0.54392359,-0.196131562,0.844507193,0.951418832
ENSG00000138413,1542.439117,-0.047884449,0.153877151,-0.311186218,0.755659059,0.918148692
ENSG00000138430,944.487907,-0.124714984,0.090844929,-1.372833741,0.169804039,0.442099458
ENSG00000138433,771.081055,-0.204765506,0.143437616,-1.427557922,0.153419142,0.416825674
ENSG00000138434,3346.116783,-0.122100963,0.117910655,-1.035537995,0.300417732,0.607568195
ENSG00000138435,2.885665128,-0.836918772,1.213614272,-0.689608545,0.490440392,NA
ENSG00000138439,152.6063829,-0.262543904,0.218070257,-1.203941831,0.228612062,0.525684496
ENSG00000138442,405.9699473,-0.067330964,0.142394212,-0.472849022,0.636320897,0.858828006
ENSG00000138443,1061.909136,-0.237885481,0.123716832,-1.922822277,0.054502373,0.215609281
ENSG00000138448,5373.197229,0.141246625,0.157317572,0.897843916,0.369268768,0.674600982
ENSG00000138449,6964.405816,0.323288304,0.310554843,1.041002292,0.297874484,0.605247559
ENSG00000138459,887.8816942,0.31304096,0.10157157,3.081974215,0.002056326,0.018783359
ENSG00000138463,352.6207108,0.227237255,0.161988988,1.402794462,0.160678139,0.427361105
ENSG00000138468,328.205119,-0.752285465,0.14673311,-5.126896477,2.95E-07,9.35E-06
ENSG00000138483,4.870452431,3.674531282,1.015810153,3.617340574,0.000297646,0.003887335
ENSG00000138495,143.6963618,0.118835327,0.158810054,0.748285919,0.454287716,0.742438401
ENSG00000138496,871.9235408,-0.505720577,0.189823997,-2.664155145,0.007718196,0.051986311
ENSG00000138587,72.57259335,-0.640130122,0.231845814,-2.76101652,0.005762176,0.041498034
ENSG00000138592,1259.209081,0.055222588,0.081962187,0.673756894,0.500465884,0.77733462
ENSG00000138593,2008.213765,0.055914883,0.139499435,0.400825157,0.688548856,0.888987392
